D,F(D),Sigma(D),F(Sigma(D))
1165,-22124,874,-20959
1166,-40159,1749,-38993
1167,-3690,438,-2523
1168,-97677,1752,-96509
1169,-4248,877,-3079
1170,-4073,1755,-2903
1171,-3075,220,-1904
1172,-24293,1758,-23121
1173,-26752,880,-25579
1174,-31713,1761,-30539
1175,-12063,441,-10888
1176,-16729,1764,-15553
1177,-2710,883,-1533
1178,-4092,1767,-2914
1179,-11495,111,-10316
1180,-15773,1770,-14593
1181,-9777,886,-8596
1182,-7166,1773,-5984
1183,-4459,444,-3276
1184,-47305,1776,-46121
1185,-12904,889,-11719
1186,-37485,1779,-36299
1187,-9954,223,-8767
1188,-442163,1782,-440975
1189,-11490,892,-10301
1190,-12774,1785,-11584
1191,-11006,447,-9815
1192,-19699,1788,-18507
1193,-48965,895,-47772
1194,-58120,1791,-56926
1195,-1224,4,-29
1196,-16641,1794,-15445
1197,-6360,898,-5163
1198,-12103,1797,-10905
1199,-12928,450,-11729
1200,-19226,1800,-18026
1201,-28996,901,-27795
1202,-5878,1803,-4676
1203,-4556,226,-3353
1204,-43801,1806,-42597
1205,-18979,904,-17774
1206,-24798,1809,-23592
1207,-8108,453,-6901
1208,-27817,1812,-26609
1209,-2159,907,-950
1210,-10576,1815,-9366
1211,-1496,114,-285
1212,-34500,1818,-33288
1214,-21122,1821,-19908
1215,-5680,456,-4465
1216,-56371,1824,-55155
1217,-4619,913,-3402
1218,-13879,1827,-12661
1219,-12530,229,-11311
1220,-18216,1830,-16996
1221,-15464,916,-14243
1222,-8262,1833,-7040
1223,-1810,459,-587
1224,-21203,1836,-19979
1225,-13067,919,-11842
1226,-15109,1839,-13883
1227,-1478,58,-251
1228,-16428,1842,-15200
1229,-14518,922,-13289
1230,-110829,1845,-109599
1231,-7759,462,-6528
1232,-488830,1848,-487598
1233,-7823,925,-6590
1234,-14898,1851,-13664
1235,-14302,232,-13067
1236,-23666,1854,-22430
1237,-53777,928,-52540
1238,-23046,1857,-21808
1239,-13319,465,-12080
1240,-15392,1860,-14152
1241,-2560,931,-1319
1242,-4017,1863,-2775
1243,-10842,117,-9599
1244,-11097,1866,-9853
1245,-4778,934,-3533
1246,-40164,1869,-38918
1247,-17164,468,-15917
1248,-77007,1872,-75759
1249,-13578,937,-12329
1250,-446960,1875,-445710
1251,-1511,235,-260
1252,-21135,1878,-19883
1253,-16228,940,-14975
1254,-5114,1881,-3860
1255,-13284,471,-12029
1256,-30861,1884,-29605
1257,-14333,943,-13076
1258,-7732,1887,-6474
1259,-1469,30,-210
1260,-13675,1890,-12415
1261,-3756,946,-2495
1262,-21929,1893,-20667
1263,-2778,474,-1515
1264,-143379,1896,-142115
1265,-11323,949,-10058
1266,-3345,1899,-2079
1267,-3235,238,-1968
1268,-58785,1902,-57517
1269,-31899,952,-30630
1270,-39167,1905,-37897
1271,-3407,477,-2136
1272,-82492,1908,-81220
1273,-2554,955,-1281
1274,-5835,1911,-4561
1275,-7019,120,-5744
1276,-42446,1914,-41170
1278,-13063,1917,-11785
1279,-49819,480,-48540
1280,-948258,1920,-946978
1281,-15810,961,-14529
1282,-4335,1923,-3053
1283,-2938,241,-1655
1284,-21686,1926,-20402
1285,-7887,964,-6602
1286,-6302,1929,-5016
1287,-1880,483,-593
1288,-26071,1932,-24783
1289,-2638,967,-1349
1290,-18974,1935,-17684
1291,-11196,61,-9905
1292,-7193,1938,-5901
1293,-5661,970,-4368
1294,-33766,1941,-32472
1295,-3239,486,-1944
1296,-25896,1944,-24600
1297,-4585,973,-3288
1298,-13226,1947,-11928
1299,-17250,244,-15951
1300,-25036,1950,-23736
1301,-57650,976,-56349
1302,-15548,1953,-14246
1303,-12181,489,-10878
1304,-44215,1956,-42911
1305,-5157,979,-3852
1306,-6689,1959,-5383
1307,-1490,123,-183
1308,-166689,1962,-165381
1309,-13141,982,-11832
1310,-17510,1965,-16200
1311,-20085,492,-18774
1312,-37244,1968,-35932
1313,-3186,985,-1873
1314,-4220,1971,-2906
1315,-2119,247,-804
1316,-456941,1974,-455625
1317,-8355,988,-7038
1318,-5242,1977,-3924
1319,-2673,495,-1354
1320,-24699,1980,-23379
1321,-28778,991,-27457
1322,-33421,1983,-32099
1323,-11439,16,-10116
1324,-7583,1986,-6259
1325,-14484,994,-13159
1326,-38170,1989,-36844
1327,-2620,498,-1293
1328,-21269,1992,-19941
1329,-7710,997,-6381
1330,-4211,1995,-2881
1331,-2748,250,-1417
1332,-31275,1998,-29943
1333,-12803,1000,-11470
1334,-10886,2001,-9552
1335,-35521,501,-34186
1336,-33712,2004,-32376
1337,-12440,1003,-11103
1338,-9409,2007,-8071
1339,-9799,126,-8460
1340,-7526,2010,-6186
1341,-12361,1006,-11020
1342,-14892,2013,-13550
1343,-47884,504,-46541
1344,-109343,2016,-107999
1345,-17594,1009,-16249
1346,-13820,2019,-12474
1347,-4265,253,-2918
1348,-9108,2022,-7760
1349,-27837,1012,-26488
1350,-8295,2025,-6945
1351,-12335,507,-10984
1352,-33527,2028,-32175
1353,-4379,1015,-3026
1354,-6634,2031,-5280
1355,-4143,64,-2788
1356,-16870,2034,-15514
1357,-21783,1018,-20426
1358,-163109,2037,-161751
1359,-7467,510,-6108
1360,-45610,2040,-44250
1361,-10820,1021,-9459
1362,-9764,2043,-8402
1363,-29339,256,-27976
1364,-137643,2046,-136279
1366,-18087,2049,-16721
1367,-3025,513,-1658
1368,-31828,2052,-30460
1369,-3108,1027,-1739
1370,-4715,2055,-3345
1371,-11862,129,-10491
1372,-21593,2058,-20221
1373,-5807,1030,-4434
1374,-13327,2061,-11953
1375,-5207,516,-3832
1376,-312628,2064,-311252
1377,-13668,1033,-12291
1378,-23272,2067,-21894
1379,-11957,259,-10578
1380,-29733,2070,-28353
1381,-16658,1036,-15277
1382,-7825,2073,-6443
1383,-12367,519,-10984
1384,-107754,2076,-106370
1385,-4986,1039,-3601
1386,-8318,2079,-6932
1387,-1493,33,-106
1388,-9742,2082,-8354
1389,-14374,1042,-12985
1390,-35603,2085,-34213
1391,-13878,522,-12487
1392,-51612,2088,-50220
1393,-19951,1045,-18558
1394,-3558,2091,-2164
1395,-12661,262,-11266
1396,-50652,2094,-49256
1397,-34294,1048,-32897
1398,-20841,2097,-19443
1399,-4881,525,-3482
1400,-51393,2100,-49993
1401,-2599,1051,-1198
1402,-37049,2103,-35647
1403,-10797,132,-9394
1404,-19573,2106,-18169
1405,-41525,1054,-40120
1406,-35410,2109,-34004
1407,-444890,528,-443483
1408,-125113,2112,-123705
1409,-13334,1057,-11925
1410,-14035,2115,-12625
1411,-1979,265,-568
1412,-22345,2118,-20933
1413,-23129,1060,-21716
1414,-61306,2121,-59892
1415,-13194,531,-11779
1416,-11534,2124,-10118
1417,-14027,1063,-12610
1418,-10703,2127,-9285
1419,-1549,67,-130
1420,-18774,2130,-17354
1421,-13881,1066,-12460
1422,-131865,2133,-130443
1423,-6683,534,-5260
1424,-56361,2136,-54937
1425,-7852,1069,-6427
1426,-4017,2139,-2591
1427,-2800,268,-1373
1428,-29678,2142,-28250
1429,-35992,1072,-34563
1430,-13292,2145,-11862
1431,-2732,537,-1301
1432,-27083,2148,-25651
1433,-3298,1075,-1865
1434,-4980,2151,-3546
1435,-1671,135,-236
1436,-41321,2154,-39885
1438,-9868,2157,-8430
1439,-8469,540,-7030
1440,-65756,2160,-64316
1441,-3383,1081,-1942
1442,-15911,2163,-14469
1443,-2212,271,-769
1444,-42397,2166,-40953
1445,-18591,1084,-17146
1446,-5638,2169,-4192
1447,-3087,543,-1640
1448,-18805,2172,-17357
1449,-18142,1087,-16693
1450,-25644,2175,-24194
1451,-1470,9,-19
1452,-20014,2178,-18562
1453,-4736,1090,-3283
1454,-27954,2181,-26500
1455,-3398,546,-1943
1456,-30531,2184,-29075
1457,-114199,1093,-112742
1458,-3827,2187,-2369
1459,-2223,274,-764
1460,-526045,2190,-524585
1461,-16031,1096,-14570
1462,-20198,2193,-18736
1463,-16804,549,-15341
1464,-55373,2196,-53909
1465,-12293,1099,-10828
1466,-5149,2199,-3683
1467,-11489,138,-10022
1468,-20292,2202,-18824
1469,-19616,1102,-18147
1470,-60323,2205,-58853
1471,-6868,552,-5397
1472,-189082,2208,-187610
1473,-10850,1105,-9377
1474,-14235,2211,-12761
1475,-18189,277,-16714
1476,-19481,2214,-18005
1477,-347126,1108,-345649
1478,-26491,2217,-25013
1479,-2044,555,-565
1480,-24354,2220,-22874
1481,-3582,1111,-2101
1482,-6050,2223,-4568
1483,-1947,70,-464
1484,-18882,2226,-17398
1485,-16573,1114,-15088
1486,-17868,2229,-16382
1487,-27581,558,-26094
1488,-34647,2232,-33159
1489,-17777,1117,-16288
1490,-4460,2235,-2970
1491,-12165,280,-10674
1492,-34855,2238,-33363
1493,-42295,1120,-40802
1494,-9172,2241,-7678
1495,-4308,561,-2813
1496,-16450,2244,-14954
1497,-3257,1123,-1760
1498,-5014,2247,-3516
1499,-2291,141,-792
1500,-10470,2250,-8970
1501,-7551,1126,-6050
1502,-10661,2253,-9159
1503,-34812,564,-33309
1504,-434515,2256,-433011
1505,-5935,1129,-4430
1506,-8511,2259,-7005
1507,-1820,283,-313
1508,-38700,2262,-37192
1509,-10014,1132,-8505
1510,-11537,2265,-10027
1511,-10081,567,-8570
1512,-53455,2268,-51943
1513,-11343,1135,-9830
1514,-17700,2271,-16186
1515,-11591,36,-10076
1516,-74557,2274,-73041
1517,-4365,1138,-2848
1518,-25476,2277,-23958
1519,-4920,570,-3401
1520,-44386,2280,-42866
1521,-25204,1141,-23683
1522,-13845,2283,-12323
1523,-3153,286,-1630
1524,-21096,2286,-19572
1525,-333301,1144,-331776
1526,-31603,2289,-30077
1527,-19408,573,-17881
1528,-159714,2292,-158186
1529,-13033,1147,-11504
1530,-8084,2295,-6554
1531,-4159,144,-2628
1532,-12938,2298,-11406
1533,-38174,1150,-36641
1534,-17868,2301,-16334
1535,-28871,576,-27336
1537,-14672,1153,-13135
1538,-20554,2307,-19016
1539,-2299,289,-760
1540,-26596,2310,-25056
1541,-26840,1156,-25299
1542,-6332,2313,-4790
1543,-2496,579,-953
1544,-23423,2316,-21879
1545,-3404,1159,-1859
1546,-9892,2319,-8346
1547,-11812,73,-10265
1548,-7863,2322,-6315
1549,-167301,1162,-165752
1550,-98094,2325,-96544
1551,-20990,582,-19439
1552,-59695,2328,-58143
1553,-23677,1165,-22124
1554,-14241,2331,-12687
1555,-4370,292,-2815
1556,-14844,2334,-13288
1557,-99234,1168,-97677
1558,-7767,2337,-6209
1559,-3731,585,-2172
1560,-25019,2340,-23459
1561,-4636,1171,-3075
1562,-6468,2343,-4906
1563,-11943,147,-10380
1564,-32128,2346,-30564
1565,-33278,1174,-31713
1566,-38932,2349,-37366
1567,-14476,588,-12909
1568,-36782,2352,-35214
1569,-4279,1177,-2710
1570,-5514,2355,-3944
1571,-12182,295,-10611
1572,-31849,2358,-30277
1573,-17346,1180,-15773
1574,-15911,2361,-14337
1575,-4138,591,-2563
1576,-15686,2364,-14110
1577,-6036,1183,-4459
1578,-36108,2367,-34530
1579,-1627,19,-48
1580,-18335,2370,-16755
1581,-39066,1186,-37485
1582,-31895,2373,-30313
1583,-11612,594,-10029
1584,-455404,2376,-453820
1585,-13075,1189,-11490
1586,-13445,2379,-11859
1587,-11700,298,-10113
1588,-452265,2382,-450677
1589,-21288,1192,-19699
1590,-20656,2385,-19066
1591,-57771,597,-56180
1592,-49247,2388,-47655
1593,-2817,1195,-1224
1594,-16515,2391,-14921
1595,-12743,150,-11148
1596,-11846,2394,-10250
1597,-13700,1198,-12103
1598,-13747,2397,-12149
1599,-11394,600,-9795
1600,-128310,2400,-126710
1601,-30597,1201,-28996
1602,-7329,2403,-5727
1603,-5257,301,-3654
1604,-14083,2406,-12479
1605,-45406,1204,-43801
1606,-18709,2409,-17103
1607,-2310,603,-703
1608,-33491,2412,-31883
1609,-9717,1207,-8108
1610,-12398,2415,-10788
1611,-1972,76,-361
1612,-7700,2418,-6088
1613,-12189,1210,-10576
1614,-224174,2421,-222560
1615,-32555,606,-30940
1616,-169700,2424,-168084
1618,-6273,2427,-4655
1619,-6388,304,-4769
1620,-46260,2430,-44640
1621,-57992,1216,-56371
1622,-8988,2433,-7366
1623,-13523,609,-11900
1624,-23638,2436,-22014
1625,-14155,1219,-12530
1626,-16062,2439,-14436
1627,-2023,153,-396
1628,-21060,2442,-19432
1629,-9891,1222,-8262
1630,-17555,2445,-15925
1631,-16829,612,-15198
1632,-67127,2448,-65495
1633,-14700,1225,-13067
1634,-16589,2451,-14955
1635,-2193,307,-558
1636,-24319,2454,-22683
1637,-18065,1228,-16428
1638,-17268,2457,-15630
1639,-2678,615,-1039
1640,-119695,2460,-118055
1641,-9400,1231,-7759
1642,-13347,2463,-11705
1643,-1722,39,-79
1644,-13474,2466,-11830
1645,-16543,1234,-14898
1646,-24855,2469,-23209
1647,-16027,618,-14380
1648,-37442,2472,-35794
1649,-55426,1237,-53777
1650,-4165,2475,-2515
1651,-14041,310,-12390
1652,-35003,2478,-33351
1653,-17045,1240,-15392
1654,-56648,2481,-54994
1655,-3654,621,-1999
1656,-159372,2484,-157716
1657,-12499,1243,-10842
1658,-10966,2487,-9308
1659,-11794,156,-10135
1660,-10484,2490,-8824
1661,-41825,1246,-40164
1662,-344541,2493,-342879
1663,-22796,624,-21133
1664,-125929,2496,-124265
1665,-15243,1249,-13578
1666,-448469,2499,-446803
1667,-2240,313,-573
1668,-467198,2502,-465530
1669,-22804,1252,-21135
1670,-17798,2505,-16128
1671,-13974,627,-12303
1672,-14153,2508,-12481
1673,-14957,1255,-13284
1674,-28256,2511,-26582
1675,-1964,79,-289
1676,-20094,2514,-18418
1677,-9409,1258,-7732
1678,-84027,2517,-82349
1679,-11653,630,-9974
1680,-39682,2520,-38002
1681,-5437,1261,-3756
1682,-4950,2523,-3268
1683,-3514,316,-1831
1684,-26498,2526,-24814
1685,-145064,1264,-143379
1686,-12795,2529,-11109
1687,-2975,633,-1288
1688,-50323,2532,-48635
1689,-4924,1267,-3235
1690,-6906,2535,-5216
1691,-2236,159,-545
1692,-37715,2538,-36023
1693,-40860,1270,-39167
1694,-9135,2541,-7441
1695,-6017,636,-4322
1696,-104182,2544,-102486
1697,-4251,1273,-2554
1698,-7373,2547,-5675
1699,-7762,319,-6063
1700,-246752,2550,-245052
1701,-44147,1276,-42446
1702,-11794,2553,-10092
1703,-9972,639,-8269
1704,-22275,2556,-20571
1705,-51524,1279,-49819
1706,-70981,2559,-69275
1707,-1710,3,-3
1708,-21681,2562,-19973
1709,-6044,1282,-4335
1710,-30540,2565,-28830
1711,-4730,642,-3019
1712,-35997,2568,-34285
1713,-9600,1285,-7887
1714,-4516,2571,-2802
1715,-2630,322,-915
1716,-330632,2574,-328916
1717,-27788,1288,-26071
1718,-31872,2577,-30154
1719,-18597,645,-16878
1720,-37927,2580,-36207
1721,-12917,1291,-11196
1722,-7057,2583,-5335
1723,-11972,162,-10249
1724,-11587,2586,-9863
1725,-35491,1294,-33766
1726,-14033,2589,-12307
1727,-7174,648,-5447
1728,-59477,2592,-57749
1729,-6314,1297,-4585
1730,-14793,2595,-13063
1731,-18007,325,-16276
1732,-20948,2598,-19216
1733,-26769,1300,-25036
1734,-24143,2601,-22409
1735,-2477,651,-742
1736,-24933,2604,-23197
1737,-13918,1303,-12181
1738,-16812,2607,-15074
1739,-2004,82,-265
1740,-11138,2610,-9398
1741,-8430,1306,-6689
1742,-75274,2613,-73532
1743,-164590,654,-162847
1744,-94219,2616,-92475
1745,-14886,1309,-13141
1746,-21694,2619,-19948
1747,-20849,328,-19102
1748,-23775,2622,-22027
1749,-38993,1312,-37244
1750,-353470,2625,-351720
1751,-3836,657,-2085
1752,-96509,2628,-94757
1753,-3872,1315,-2119
1754,-5929,2631,-4175
1755,-2903,165,-1148
1756,-14391,2634,-12635
1757,-6999,1318,-5242
1758,-23121,2637,-21363
1759,-19982,660,-18223
1760,-160481,2640,-158721
1761,-30539,1321,-28778
1762,-35017,2643,-33255
1763,-12210,331,-10447
1764,-15553,2646,-13789
1765,-9348,1324,-7583
1766,-17449,2649,-15683
1767,-2914,663,-1147
1768,-47728,2652,-45960
1769,-4389,1327,-2620
1770,-14593,2655,-12823
1771,-11976,42,-10205
1772,-13801,2658,-12029
1773,-5984,1330,-4211
1774,-14553,2661,-12779
1775,-4607,666,-2832
1776,-46121,2664,-44345
1777,-14580,1333,-12803
1778,-14608,2667,-12830
1779,-36299,334,-34520
1780,-27940,2670,-26160
1781,-35493,1336,-33712
1782,-440975,2673,-439193
1783,-9018,669,-7235
1784,-208362,2676,-206578
1785,-11584,1339,-9799
1786,-7385,2679,-5599
1787,-11155,168,-9368
1788,-18507,2682,-16719
1789,-16681,1342,-14892
1790,-22194,2685,-20404
1791,-56926,672,-55135
1792,-188819,2688,-187027
1793,-19387,1345,-17594
1794,-15445,2691,-13651
1795,-5050,337,-3255
1796,-80908,2694,-79112
1797,-10905,1348,-9108
1798,-9752,2697,-7954
1799,-13078,675,-11279
1800,-18026,2700,-16226
1801,-14136,1351,-12335
1802,-30723,2703,-28921
1803,-4676,85,-2873
1804,-10580,2706,-8776
1805,-8439,1354,-6634
1806,-42597,2709,-40791
1807,-14694,678,-12887
1808,-54009,2712,-52201
1809,-23592,1357,-21783
1810,-7504,2715,-5694
1811,-8259,340,-6448
1812,-26609,2718,-24797
1813,-47423,1360,-45610
1814,-10735,2721,-8921
1815,-9366,681,-7551
1816,-220139,2724,-218323
1817,-31156,1363,-29339
1818,-33288,2727,-31470
1819,-1990,171,-171
1821,-19908,1366,-18087
1822,-26966,2733,-25144
1823,-5832,684,-4009
1824,-55155,2736,-53331
1825,-4933,1369,-3108
1826,-6369,2739,-4543
1827,-12661,343,-10834
1828,-33101,2742,-31273
1829,-23422,1372,-21593
1830,-16996,2745,-15166
1831,-13428,687,-11597
1832,-23231,2748,-21399
1833,-7040,1375,-5207
1834,-13480,2751,-11646
1835,-1963,22,-128
1836,-19979,2754,-18143
1837,-25109,1378,-23272
1838,-34975,2757,-33137
1839,-13883,690,-12044
1840,-45114,2760,-43274
1841,-18499,1381,-16658
1842,-15200,2763,-13358
1843,-13173,346,-11330
1844,-38871,2766,-37027
1845,-109599,1384,-107754
1846,-14459,2769,-12613
1847,-7913,693,-6066
1848,-487598,2772,-485750
1849,-3342,1387,-1493
1850,-9596,2775,-7746
1851,-13664,174,-11813
1852,-20740,2778,-18888
1853,-37456,1390,-35603
1854,-22430,2781,-20576
1855,-42527,696,-40672
1856,-575998,2784,-574142
1857,-21808,1393,-19951
1858,-5241,2787,-3383
1859,-13474,349,-11615
1860,-14152,2790,-12292
1861,-52513,1396,-50652
1862,-19031,2793,-17169
1863,-2775,699,-912
1864,-30918,2796,-29054
1865,-6746,1399,-4881
1866,-9853,2799,-7987
1867,-11349,88,-9482
1868,-9020,2802,-7152
1869,-38918,1402,-37049
1870,-340386,2805,-338516
1871,-17320,702,-15449
1872,-75759,2808,-73887
1873,-43398,1405,-41525
1874,-15374,2811,-13500
1875,-445710,352,-443835
1876,-58107,2814,-56231
1877,-126990,1408,-125113
1878,-19883,2817,-18005
1879,-13623,705,-11744
1880,-31618,2820,-29738
1881,-3860,1411,-1979
1882,-6067,2823,-4185
1883,-13441,177,-11558
1884,-29605,2826,-27721
1885,-63191,1414,-61306
1886,-68140,2829,-66254
1887,-6474,708,-4587
1888,-79832,2832,-77944
1889,-15916,1417,-14027
1890,-12415,2835,-10525
1891,-2376,355,-485
1892,-25573,2838,-23681
1893,-20667,1420,-18774
1894,-17061,2841,-15167
1895,-2936,711,-1041
1896,-142115,2844,-140219
1897,-8580,1423,-6683
1898,-13142,2847,-11244
1899,-2079,45,-180
1900,-14383,2850,-12483
1901,-5918,1426,-4017
1902,-57517,2853,-55615
1903,-4793,714,-2890
1904,-45594,2856,-43690
1905,-37897,1429,-35992
1906,-4900,2859,-2994
1907,-3566,358,-1659
1908,-81220,2862,-79312
1909,-28992,1432,-27083
1910,-14624,2865,-12714
1911,-4561,717,-2650
1912,-139408,2868,-137496
1913,-3584,1435,-1671
1914,-41170,2871,-39256
1915,-7539,180,-5624
1917,-11785,1438,-9868
1918,-38444,2877,-36526
1919,-49979,720,-48060
1920,-946978,2880,-945058
1921,-5304,1441,-3383
1922,-17652,2883,-15730
1923,-3053,361,-1130
1924,-26265,2886,-24341
1925,-44322,1444,-42397
1926,-20402,2889,-18476
1927,-3883,723,-1956
1928,-16061,2892,-14133
1929,-5016,1447,-3087
1930,-15802,2895,-13872
1931,-2041,91,-110
1932,-24783,2898,-22851
1933,-27577,1450,-25644
1934,-135937,2901,-134003
1935,-17684,726,-15749
1936,-66019,2904,-64083
1937,-6673,1453,-4736
1938,-5901,2907,-3963
1939,-4246,364,-2307
1940,-32600,2910,-30660
1941,-32472,1456,-30531
1942,-9718,2913,-7776
1943,-3401,729,-1458
1944,-24600,2916,-22656
1945,-4168,1459,-2223
1946,-6450,2919,-4504
1947,-11928,183,-9981
1948,-22727,2922,-20779
1949,-22147,1462,-20198
1950,-23736,2925,-21786
1951,-19808,732,-17857
1952,-80337,2928,-78385
1953,-14246,1465,-12293
1954,-6919,2931,-4965
1955,-12344,367,-10389
1956,-42911,2934,-40955
1957,-22249,1468,-20292
1958,-16982,2937,-15024
1959,-5383,735,-3424
1960,-70919,2940,-68959
1961,-8829,1471,-6868
1962,-165381,2943,-163419
1963,-2023,12,-60
1964,-17601,2946,-15637
1965,-16200,1474,-14235
1966,-92554,2949,-90588
1967,-20249,738,-18282
1968,-35932,2952,-33964
1969,-349095,1477,-347126
1970,-5074,2955,-3104
1971,-2906,370,-935
1972,-640973,2958,-639001
1973,-26327,1480,-24354
1974,-455625,2961,-453651
1975,-5617,741,-3642
1976,-84791,2964,-82815
1977,-3924,1483,-1947
1978,-18726,2967,-16748
1979,-2838,186,-859
1980,-23379,2970,-21399
1981,-19849,1486,-17868
1982,-19106,2973,-17124
1983,-32099,744,-30116
1984,-73203,2976,-71219
1985,-19762,1489,-17777
1986,-6259,2979,-4273
1987,-13034,373,-11047
1988,-13323,2982,-11335
1989,-36844,1492,-34855
1990,-21729,2985,-19739
1991,-2786,747,-795
1992,-19941,2988,-17949
1993,-6301,1495,-4308
1994,-9621,2991,-7627
1995,-2881,94,-886
1996,-10118,2994,-8122
1997,-7011,1498,-5014
1998,-29943,2997,-27945
1999,-8063,750,-6064
2000,-133872,3000,-131872
2001,-9552,1501,-7551
2002,-6255,3003,-4253
2003,-35688,376,-33685
2004,-32376,3006,-30372
2005,-436520,1504,-434515
2006,-48132,3009,-46126
2007,-8071,753,-6064
2008,-23534,3012,-21526
2009,-3829,1507,-1820
2010,-6186,3015,-4176
2011,-10345,189,-8334
2012,-16930,3018,-14918
2013,-13550,1510,-11537
2014,-17719,3021,-15705
2015,-48052,756,-46037
2016,-107999,3024,-105983
2017,-13360,1513,-11343
2018,-19528,3027,-17510
2019,-12474,379,-10455
2020,-54005,3030,-51985
2021,-76578,1516,-74557
2022,-7760,3033,-5738
2023,-5257,759,-3234
2024,-36418,3036,-34394
2025,-6945,1519,-4920
2026,-36745,3039,-34719
2027,-12504,48,-10477
2028,-32175,3042,-30147
2029,-15874,1522,-13845
2030,-22526,3045,-20496
2031,-5280,762,-3249
2032,-38082,3048,-36050
2033,-335334,1525,-333301
2034,-15514,3051,-13480
2035,-20298,382,-18263
2036,-51636,3054,-49600
2037,-161751,1528,-159714
2038,-45315,3057,-43277
2039,-7637,765,-5598
2040,-44250,3060,-42210
2041,-6200,1531,-4159
2042,-12777,3063,-10735
2043,-8402,192,-6359
2044,-45200,3066,-43156
2045,-19913,1534,-17868
2046,-136279,3069,-134233
2047,-63444,768,-61397
2049,-16721,1537,-14672
2050,-22411,3075,-20361
2051,-3196,385,-1145
2052,-30460,3078,-28408
2053,-28649,1540,-26596
2054,-8567,3081,-6513
2055,-3345,771,-1290
2056,-17447,3084,-15391
2057,-4553,1543,-2496
2058,-20221,3087,-18163
2059,-12421,97,-10362
2060,-10485,3090,-8425
2061,-11953,1546,-9892
2062,-84517,3093,-82455
2063,-5379,774,-3316
2064,-311252,3096,-309188
2065,-169366,1549,-167301
2066,-15648,3099,-13582
2067,-21894,388,-19827
2068,-30380,3102,-28312
2069,-61764,1552,-59695
2070,-28353,3105,-26283
2071,-13787,777,-11716
2072,-51804,3108,-49732
2073,-6443,1555,-4370
2074,-8875,3111,-6801
2075,-12540,195,-10465
2076,-106370,3114,-104294
2077,-9844,1558,-7767
2078,-13242,3117,-11164
2079,-6932,780,-4853
2080,-51620,3120,-49540
2081,-6717,1561,-4636
2082,-8354,3123,-6272
2083,-12854,391,-10771
2084,-69199,3126,-67115
2085,-34213,1564,-32128
2086,-17795,3129,-15709
2087,-14052,783,-11965
2088,-50220,3132,-48132
2089,-16565,1567,-14476
2090,-21954,3135,-19864
2091,-2164,25,-73
